FID,OBJECTID_1,OBJECTID,Id,Row,Col,District_1,NSM_Active,NSM_Col,NSM_ROCO,SFWMM_Acti,SFWMM_Col,SFWMM_ROCO,LOK_Active,cell_area,Xcoord,Ycoord,rowco,Shape_Leng,Shape_Area,rf_active
1194,2795,2795,0,40,65,40065,1,36,40036,1,36,40036,0,0,923490.0000000,709159.0000000,40065,42240.284613900003000,111515102.766000000000000,1
1195,2796,2796,0,40,66,40066,1,37,40037,1,37,40037,0,0,934051.0000000,709159.0000000,40066,42240.288550899997000,111515123.554000010000000,1
1196,2797,2797,0,40,67,40067,1,38,40038,1,38,40038,0,0,944611.0000000,709159.0000000,40067,42240.292159800003000,111515142.609000000000000,1
1197,2798,2798,0,40,68,40068,1,39,40039,1,39,40039,0,0,955171.0000000,709159.0000000,40068,42240.295768700002000,111515161.664000000000000,1
1198,2799,2799,0,40,69,40069,1,40,40040,1,40,40040,0,0,965731.0000000,709159.0000000,40069,42240.299377600000000,111515180.719000000000000,1
1199,2800,2800,0,40,70,40070,0,0,0,0,0,0,0,0,976291.0000000,709159.0000000,40070,42240.302986499999000,111515199.774000000000000,0
1200,2841,2841,0,41,41,41041,1,12,41012,1,12,41012,0,0,670049.0000000,719720.0000000,41041,42240.198327999999000,111514647.173999990000000,1
1201,2842,2842,0,41,42,41042,1,13,41013,1,13,41013,0,0,680609.0000000,719720.0000000,41042,42240.197343799999000,111514641.977000000000000,1
1202,2843,2843,0,41,43,41043,1,14,41014,1,14,41014,0,0,691170.0000000,719720.0000000,41043,42240.195375299998000,111514631.584000010000000,1
1203,2844,2844,0,41,44,41044,1,15,41015,1,15,41015,0,0,701730.0000000,719720.0000000,41044,42240.194062900002000,111514624.655000000000000,1
1204,2845,2845,0,41,45,41045,1,16,41016,1,16,41016,0,0,712290.0000000,719720.0000000,41045,42240.192750599999000,111514617.724999990000000,1
1205,2846,2846,0,41,46,41046,1,17,41017,1,17,41017,0,0,722850.0000000,719719.0000000,41046,42240.191766299999000,111514612.528000000000000,1
1206,2847,2847,0,41,47,41047,1,18,41018,1,18,41018,0,0,733410.0000000,719719.0000000,41047,42240.189469700003000,111514600.402000000000000,1
1207,2848,2848,0,41,48,41048,1,19,41019,1,19,41019,0,0,743970.0000000,719719.0000000,41048,42240.166503799999000,111514479.142000000000000,1
1208,2849,2849,0,41,49,41049,1,20,41020,1,20,41020,0,0,754530.0000000,719719.0000000,41049,42240.168144199997000,111514487.803000000000000,1
1209,2850,2850,0,41,50,41050,1,21,41021,1,21,41021,0,0,765090.0000000,719719.0000000,41050,42240.168472300000000,111514489.536000000000000,1
1210,2851,2851,0,41,51,41051,1,22,41022,1,22,41022,0,0,775650.0000000,719719.0000000,41051,42240.169128499998000,111514493.000000000000000,1
1211,2852,2852,0,41,52,41052,1,23,41023,1,23,41023,0,0,786210.0000000,719719.0000000,41052,42240.170440800001000,111514499.929000010000000,1
1212,2853,2853,0,41,53,41053,1,24,41024,1,24,41024,0,0,796770.0000000,719719.0000000,41053,42240.171425100001000,111514505.126000000000000,1
1213,2854,2854,0,41,54,41054,1,25,41025,1,25,41025,0,0,807330.0000000,719719.0000000,41054,42240.172737399997000,111514512.055000010000000,1
1214,2855,2855,0,41,55,41055,1,26,41026,1,26,41026,0,0,817890.0000000,719719.0000000,41055,42240.169784700003000,111514496.465000000000000,1
1215,2856,2856,0,41,56,41056,1,27,41027,1,27,41027,0,0,828450.0000000,719719.0000000,41056,42240.161254500003000,111514451.425000000000000,1
1216,2857,2857,0,41,57,41057,1,28,41028,1,28,41028,0,0,839010.0000000,719719.0000000,41057,42240.160270300003000,111514446.229000000000000,1
1217,2858,2858,0,41,58,41058,1,29,41029,1,29,41029,0,0,849570.0000000,719719.0000000,41058,42240.160270300003000,111514446.229000000000000,1
1218,2859,2859,0,41,59,41059,1,30,41030,1,30,41030,0,0,860130.0000000,719719.0000000,41059,42240.160270300003000,111514446.229000000000000,1
1219,2860,2860,0,41,60,41060,1,31,41031,1,31,41031,0,0,870690.0000000,719719.0000000,41060,42240.159942200000000,111514444.496000010000000,1
1220,2861,2861,0,41,61,41061,1,32,41032,1,32,41032,0,0,881250.0000000,719719.0000000,41061,42240.158958000000000,111514439.300000000000000,1
1221,2862,2862,0,41,62,41062,1,33,41033,1,33,41033,0,0,891810.0000000,719719.0000000,41062,42240.158958000000000,111514439.300000000000000,1
1222,2863,2863,0,41,63,41063,1,34,41034,1,34,41034,0,0,902370.0000000,719719.0000000,41063,42240.220309600001000,111514763.238000010000000,1
1223,2864,2864,0,41,64,41064,1,35,41035,1,35,41035,0,0,912930.0000000,719719.0000000,41064,42240.274771500000000,111515050.797999990000000,1
1224,2865,2865,0,41,65,41065,1,36,41036,1,36,41036,0,0,923491.0000000,719719.0000000,41065,42240.278052299996000,111515068.120000000000000,1
1225,2866,2866,0,41,66,41066,1,37,41037,1,37,41037,0,0,934051.0000000,719719.0000000,41066,42240.281989199997000,111515088.908000010000000,1
1226,2867,2867,0,41,67,41067,1,38,41038,1,38,41038,0,0,944611.0000000,719719.0000000,41067,42240.285270100001000,111515106.231000010000000,1
1227,2868,2868,0,41,68,41068,1,39,41039,1,39,41039,0,0,955171.0000000,719719.0000000,41068,42240.288879000000000,111515125.286000000000000,1
1228,2869,2869,0,41,69,41069,1,40,41040,1,40,41040,0,0,965731.0000000,719719.0000000,41069,42240.292487899998000,111515144.341000010000000,1
1229,2870,2870,0,41,70,41070,0,0,0,0,0,0,0,0,976291.0000000,719719.0000000,41070,42240.295768700002000,111515161.664000000000000,0
1230,2911,2911,0,42,41,42041,1,12,42012,0,0,0,0,0,670049.0000000,730280.0000000,42041,42240.195375299998000,111514631.584000010000000,1
1231,2912,2912,0,42,42,42042,1,13,42013,0,0,0,0,0,680610.0000000,730280.0000000,42042,42240.194719100000000,111514628.119000000000000,1
1232,2913,2913,0,42,43,42043,1,14,42014,1,14,42014,0,0,691170.0000000,730280.0000000,42043,42240.193406799997000,111514621.190000000000000,1
1233,2914,2914,0,42,44,42044,1,15,42015,1,15,42015,0,0,701730.0000000,730280.0000000,42044,42240.192094400001000,111514614.261000010000000,1
1234,2915,2915,0,42,45,42045,1,16,42016,1,16,42016,0,0,712290.0000000,730280.0000000,42045,42240.191110200001000,111514609.064000000000000,1
1235,2916,2916,0,42,46,42046,1,17,42017,1,17,42017,0,0,722850.0000000,730280.0000000,42046,42240.189141700001000,111514598.670000000000000,1
1236,2917,2917,0,42,47,42047,1,18,42018,1,18,42018,0,0,733410.0000000,730280.0000000,42047,42240.187173200000000,111514588.275999990000000,1
1237,2918,2918,0,42,48,42048,1,19,42019,1,19,42019,0,0,743970.0000000,730279.0000000,42048,42240.166175699997000,111514477.410000000000000,1
1238,2919,2919,0,42,49,42049,1,20,42020,1,20,42020,0,0,754530.0000000,730279.0000000,42049,42240.167816100002000,111514486.070999990000000,1
1239,2920,2920,0,42,50,42050,1,21,42021,1,21,42021,0,0,765090.0000000,730279.0000000,42050,42240.168800400003000,111514491.268000010000000,1
1240,2921,2921,0,42,51,42051,1,22,42022,1,22,42022,0,0,775650.0000000,730279.0000000,42051,42240.169456600001000,111514494.731999990000000,1
1241,2922,2922,0,42,52,42052,1,23,42023,1,23,42023,0,0,786210.0000000,730279.0000000,42052,42240.170768900003000,111514501.662000000000000,1
1242,2923,2923,0,42,53,42053,1,24,42024,1,24,42024,0,0,796770.0000000,730279.0000000,42053,42240.171425100001000,111514505.126000000000000,1
1243,2924,2924,0,42,54,42054,1,25,42025,1,25,42025,0,0,807330.0000000,730279.0000000,42054,42240.172081199999000,111514508.591000010000000,1
1244,2925,2925,0,42,55,42055,1,26,42026,1,26,42026,0,0,817890.0000000,730279.0000000,42055,42240.169784600002000,111514496.465000000000000,1
1245,2926,2926,0,42,56,42056,1,27,42027,1,27,42027,0,0,828450.0000000,730279.0000000,42056,42240.163879200001000,111514465.283999990000000,1
1246,2927,2927,0,42,57,42057,1,28,42028,1,28,42028,0,0,839010.0000000,730279.0000000,42057,42240.162894900001000,111514460.087000000000000,1
1247,2928,2928,0,42,58,42058,1,29,42029,1,29,42029,0,0,849570.0000000,730279.0000000,42058,42240.162894900001000,111514460.087000000000000,1
1248,2929,2929,0,42,59,42059,1,30,42030,1,30,42030,0,0,860130.0000000,730279.0000000,42059,42240.162566899999000,111514458.355000000000000,1
1249,2930,2930,0,42,60,42060,1,31,42031,1,31,42031,0,0,870690.0000000,730279.0000000,42060,42240.161910700001000,111514454.890000000000000,1
1250,2931,2931,0,42,61,42061,1,32,42032,1,32,42032,0,0,881250.0000000,730279.0000000,42061,42240.161910700001000,111514454.890000000000000,1
1251,2932,2932,0,42,62,42062,1,33,42033,1,33,42033,0,0,891810.0000000,730279.0000000,42062,42240.161582699999000,111514453.158000010000000,1
1252,2933,2933,0,42,63,42063,1,34,42034,1,34,42034,0,0,902370.0000000,730279.0000000,42063,42240.218669200003000,111514754.576000010000000,1
1253,2934,2934,0,42,64,42064,1,35,42035,1,35,42035,0,0,912930.0000000,730279.0000000,42064,42240.268537900003000,111515017.884000000000000,1
1254,2935,2935,0,42,65,42065,1,36,42036,1,36,42036,0,0,923491.0000000,730279.0000000,42065,42240.271818699999000,111515035.207000000000000,1
1255,2936,2936,0,42,66,42066,1,37,42037,1,37,42037,0,0,934051.0000000,730279.0000000,42066,42240.275755700000000,111515055.994000000000000,1
1256,2937,2937,0,42,67,42067,1,38,42038,1,38,42038,0,0,944611.0000000,730279.0000000,42067,42240.278708400001000,111515071.584999990000000,1
1257,2938,2938,0,42,68,42068,1,39,42039,1,39,42039,0,0,955171.0000000,730279.0000000,42068,42240.282645400002000,111515092.371999990000000,1
1258,2939,2939,0,42,69,42069,1,40,42040,1,40,42040,0,0,965731.0000000,730279.0000000,42069,42240.286582399996000,111515113.160000000000000,1
1259,2940,2940,0,42,70,42070,0,0,0,0,0,0,0,0,976291.0000000,730279.0000000,42070,42240.289535099997000,111515128.750000000000000,0
1260,2981,2981,0,43,41,43041,1,12,43012,0,0,0,0,0,670049.0000000,740840.0000000,43041,42240.193734900000000,111514622.922000010000000,1
1261,2982,2982,0,43,42,43042,1,13,43013,0,0,0,0,0,680610.0000000,740840.0000000,43042,42240.192750599999000,111514617.726000000000000,1
1262,2983,2983,0,43,43,43043,1,14,43014,1,14,43014,0,0,691170.0000000,740840.0000000,43043,42240.191110200001000,111514609.064000000000000,1
1263,2984,2984,0,43,44,43044,1,15,43015,1,15,43015,0,0,701730.0000000,740840.0000000,43044,42240.189797899999000,111514602.135000010000000,1
1264,2985,2985,0,43,45,43045,1,16,43016,1,16,43016,0,0,712290.0000000,740840.0000000,43045,42240.188157400000000,111514593.473000000000000,1
1265,2986,2986,0,43,46,43046,1,17,43017,1,17,43017,0,0,722850.0000000,740840.0000000,43046,42240.186517000002000,111514584.812000010000000,1
1266,2987,2987,0,43,47,43047,1,18,43018,1,18,43018,0,0,733410.0000000,740840.0000000,43047,42240.184876599997000,111514576.150000010000000,1
1267,2988,2988,0,43,48,43048,1,19,43019,1,19,43019,0,0,743970.0000000,740840.0000000,43048,42240.166503799999000,111514479.142000000000000,1
1268,2989,2989,0,43,49,43049,1,20,43020,1,20,43020,0,0,754530.0000000,740840.0000000,43049,42240.167488100000000,111514484.339000000000000,1
1269,2990,2990,0,43,50,43050,1,21,43021,1,21,43021,0,0,765090.0000000,740840.0000000,43050,42240.168472300000000,111514489.536000000000000,1
1270,2991,2991,0,43,51,43051,1,22,43022,1,22,43022,0,0,775650.0000000,740839.0000000,43051,42240.169456600001000,111514494.731999990000000,1
1271,2992,2992,0,43,52,43052,1,23,43023,1,23,43023,0,0,786210.0000000,740839.0000000,43052,42240.170112699998000,111514498.197000000000000,1
1272,2993,2993,0,43,53,43053,1,24,43024,1,24,43024,0,0,796770.0000000,740839.0000000,43053,42240.170768900003000,111514501.661000000000000,1
1273,2994,2994,0,43,54,43054,1,25,43025,1,25,43025,0,0,807330.0000000,740839.0000000,43054,42240.171753199997000,111514506.858000000000000,1
1274,2995,2995,0,43,55,43055,1,26,43026,1,26,43026,0,0,817890.0000000,740839.0000000,43055,42240.170440800001000,111514499.929000010000000,1
1275,2996,2996,0,43,56,43056,1,27,43027,1,27,43027,0,0,828450.0000000,740839.0000000,43056,42240.166503900000000,111514479.142000000000000,1
1276,2997,2997,0,43,57,43057,1,28,43028,1,28,43028,0,0,839010.0000000,740839.0000000,43057,42240.165847700002000,111514475.677000000000000,1
1277,2998,2998,0,43,58,43058,1,29,43029,1,29,43029,0,0,849570.0000000,740839.0000000,43058,42240.165519599999000,111514473.944999990000000,1
1278,2999,2999,0,43,59,43059,1,30,43030,1,30,43030,0,0,860130.0000000,740839.0000000,43059,42240.165847700002000,111514475.677000000000000,1
1279,3000,3000,0,43,60,43060,1,31,43031,1,31,43031,0,0,870690.0000000,740839.0000000,43060,42240.165519599999000,111514473.944999990000000,1
1280,3001,3001,0,43,61,43061,1,32,43032,1,32,43032,0,0,881250.0000000,740839.0000000,43061,42240.164863500002000,111514470.481000010000000,1
1281,3002,3002,0,43,62,43062,1,33,43033,1,33,43033,0,0,891810.0000000,740839.0000000,43062,42240.164207299997000,111514467.016000000000000,1
1282,3003,3003,0,43,63,43063,1,34,43034,1,34,43034,0,0,902370.0000000,740839.0000000,43063,42240.217356900001000,111514747.647000000000000,1
1283,3004,3004,0,43,64,43064,1,35,43035,1,35,43035,0,0,912930.0000000,740839.0000000,43064,42240.261976200003000,111514983.238000010000000,1
1284,3005,3005,0,43,65,43065,1,36,43036,1,36,43036,0,0,923491.0000000,740839.0000000,43065,42240.265585100002000,111515002.293000000000000,1
1285,3006,3006,0,43,66,43066,1,37,43037,1,37,43037,0,0,934051.0000000,740839.0000000,43066,42240.269194000000000,111515021.348000000000000,1
1286,3007,3007,0,43,67,43067,1,38,43038,1,38,43038,0,0,944611.0000000,740839.0000000,43067,42240.272146700001000,111515036.939000000000000,1
1287,3008,3008,0,43,68,43068,1,39,43039,1,39,43039,0,0,955171.0000000,740839.0000000,43068,42240.276411799998000,111515059.459000010000000,1
1288,3009,3009,0,43,69,43069,1,40,43040,1,40,43040,0,0,965731.0000000,740839.0000000,43069,42240.279364499998000,111515075.048999990000000,1
1289,3010,3010,0,43,70,43070,0,0,0,0,0,0,0,0,976291.0000000,740839.0000000,43070,42240.282973399997000,111515094.105000000000000,0
1290,3051,3051,0,44,41,44041,1,12,44012,0,0,0,0,0,670050.0000000,751400.0000000,44041,42240.191110200001000,111514609.064000000000000,1
1291,3052,3052,0,44,42,44042,1,13,44013,1,13,44013,0,0,680610.0000000,751400.0000000,44042,42240.189797899999000,111514602.135000010000000,1
1292,3053,3053,0,44,43,44043,1,14,44014,1,14,44014,0,0,691170.0000000,751400.0000000,44043,42240.189141700001000,111514598.670000000000000,1
1293,3054,3054,0,44,44,44044,1,15,44015,1,15,44015,0,0,701730.0000000,751400.0000000,44044,42240.188157400000000,111514593.473000000000000,1
1294,3055,3055,0,44,45,44045,1,16,44016,1,16,44016,0,0,712290.0000000,751400.0000000,44045,42240.186517000002000,111514584.812000010000000,1
1295,3056,3056,0,44,46,44046,1,17,44017,1,17,44017,0,0,722850.0000000,751400.0000000,44046,42240.185204699999000,111514577.883000000000000,1
1296,3057,3057,0,44,47,44047,1,18,44018,1,18,44018,0,0,733410.0000000,751400.0000000,44047,42240.182580000001000,111514564.024000000000000,1
1297,3058,3058,0,44,48,44048,1,19,44019,1,19,44019,0,0,743970.0000000,751400.0000000,44048,42240.166175699997000,111514477.410000000000000,1
1298,3059,3059,0,44,49,44049,1,20,44020,1,20,44020,0,0,754530.0000000,751400.0000000,44049,42240.167159999997000,111514482.606000010000000,1
1299,3060,3060,0,44,50,44050,1,21,44021,1,21,44021,0,0,765090.0000000,751400.0000000,44050,42240.168144199997000,111514487.803000000000000,1
1300,3061,3061,0,44,51,44051,1,22,44022,1,22,44022,0,0,775650.0000000,751400.0000000,44051,42240.168800400003000,111514491.268000010000000,1
1301,3062,3062,0,44,52,44052,1,23,44023,1,23,44023,0,0,786210.0000000,751400.0000000,44052,42240.169784600002000,111514496.465000000000000,1
1302,3063,3063,0,44,53,44053,1,24,44024,1,24,44024,0,0,796770.0000000,751400.0000000,44053,42240.170768900003000,111514501.662000000000000,1
1303,3064,3064,0,44,54,44054,1,25,44025,1,25,44025,0,0,807330.0000000,751400.0000000,44054,42240.171425100001000,111514505.126000000000000,1
1304,3065,3065,0,44,55,44055,1,26,44026,1,26,44026,0,0,817890.0000000,751399.0000000,44055,42240.171425100001000,111514505.126000000000000,1
1305,3066,3066,0,44,56,44056,1,27,44027,1,27,44027,0,0,828450.0000000,751399.0000000,44056,42240.169456600001000,111514494.733000000000000,1
1306,3067,3067,0,44,57,44057,1,28,44028,1,28,44028,0,0,839010.0000000,751399.0000000,44057,42240.169128499998000,111514493.000000000000000,1
1307,3068,3068,0,44,58,44058,1,29,44029,1,29,44029,0,0,849570.0000000,751399.0000000,44058,42240.168144299998000,111514487.803000000000000,1
1308,3069,3069,0,44,59,44059,1,30,44030,1,30,44030,0,0,860130.0000000,751399.0000000,44059,42240.168144299998000,111514487.803000000000000,1
1309,3070,3070,0,44,60,44060,1,31,44031,1,31,44031,0,0,870690.0000000,751399.0000000,44060,42240.168144299998000,111514487.804000010000000,1
1310,3071,3071,0,44,61,44061,1,32,44032,1,32,44032,0,0,881250.0000000,751399.0000000,44061,42240.167488200001000,111514484.339000000000000,1
1311,3072,3072,0,44,62,44062,1,33,44033,1,33,44033,0,0,891810.0000000,751399.0000000,44062,42240.167488200001000,111514484.339000000000000,1
1312,3073,3073,0,44,63,44063,1,34,44034,1,34,44034,0,0,902370.0000000,751399.0000000,44063,42240.215388299999000,111514737.253000010000000,1
1313,3074,3074,0,44,64,44064,1,35,44035,1,35,44035,0,0,912931.0000000,751399.0000000,44064,42240.255086400000000,111514946.860000000000000,1
1314,3075,3075,0,44,65,44065,1,36,44036,1,36,44036,0,0,923491.0000000,751399.0000000,44065,42240.259023400002000,111514967.647000000000000,1
1315,3076,3076,0,44,66,44066,1,37,44037,1,37,44037,0,0,934051.0000000,751399.0000000,44066,42240.262304199998000,111514984.970000000000000,1
1316,3077,3077,0,44,67,44067,1,38,44038,1,38,44038,0,0,944611.0000000,751399.0000000,44067,42240.266569300002000,111515007.489999990000000,1
1317,3078,3078,0,44,68,44068,1,39,44039,1,39,44039,0,0,955171.0000000,751399.0000000,44068,42240.270178200000000,111515026.545000000000000,1
1318,3079,3079,0,44,69,44069,1,40,44040,1,40,44040,0,0,965731.0000000,751399.0000000,44069,42240.273130900001000,111515042.136000010000000,1
1319,3080,3080,0,44,70,44070,0,0,0,0,0,0,0,0,976291.0000000,751399.0000000,44070,42240.277395999998000,111515064.656000000000000,0
1320,3121,3121,0,45,41,45041,1,12,45012,0,0,0,0,0,670050.0000000,761960.0000000,45041,42240.189469800003000,111514600.403000000000000,1
1321,3122,3122,0,45,42,45042,1,13,45013,1,13,45013,0,0,680610.0000000,761960.0000000,45042,42240.188485500003000,111514595.206000000000000,1
1322,3123,3123,0,45,43,45043,1,14,45014,1,14,45014,0,0,691170.0000000,761960.0000000,45043,42240.187501300003000,111514590.009000000000000,1
1323,3124,3124,0,45,44,45044,1,15,45015,1,15,45015,0,0,701730.0000000,761960.0000000,45044,42240.184876599997000,111514576.150999990000000,1
1324,3125,3125,0,45,45,45045,1,16,45016,1,16,45016,0,0,712290.0000000,761960.0000000,45045,42240.183564300001000,111514569.221000000000000,1
1325,3126,3126,0,45,46,45046,1,17,45017,1,17,45017,0,0,722850.0000000,761960.0000000,45046,42240.182251999999000,111514562.292000000000000,1
1326,3127,3127,0,45,47,45047,1,18,45018,1,18,45018,0,0,733410.0000000,761960.0000000,45047,42240.180283399997000,111514551.898000000000000,1
1327,3128,3128,0,45,48,45048,1,19,45019,1,19,45019,0,0,743970.0000000,761960.0000000,45048,42240.166503799999000,111514479.142000000000000,1
1328,3129,3129,0,45,49,45049,1,20,45020,1,20,45020,0,0,754530.0000000,761960.0000000,45049,42240.167159999997000,111514482.606000010000000,1
1329,3130,3130,0,45,50,45050,1,21,45021,1,21,45021,0,0,765090.0000000,761960.0000000,45050,42240.168144199997000,111514487.803000000000000,1
1330,3131,3131,0,45,51,45051,1,22,45022,1,22,45022,0,0,775650.0000000,761960.0000000,45051,42240.168800400003000,111514491.268000010000000,1
1331,3132,3132,0,45,52,45052,1,23,45023,1,23,45023,0,0,786210.0000000,761960.0000000,45052,42240.169456600001000,111514494.731999990000000,1
1332,3133,3133,0,45,53,45053,1,24,45024,1,24,45024,0,0,796770.0000000,761960.0000000,45053,42240.170440800001000,111514499.929000010000000,1
1333,3134,3134,0,45,54,45054,1,25,45025,1,25,45025,0,0,807330.0000000,761960.0000000,45054,42240.171753199997000,111514506.858000000000000,1
1334,3135,3135,0,45,55,45055,1,26,45026,1,26,45026,0,0,817890.0000000,761960.0000000,45055,42240.172409300001000,111514510.323000000000000,1
1335,3136,3136,0,45,56,45056,1,27,45027,1,27,45027,0,0,828450.0000000,761960.0000000,45056,42240.172081299999000,111514508.591000010000000,1
1336,3137,3137,0,45,57,45057,1,28,45028,1,28,45028,0,0,839010.0000000,761960.0000000,45057,42240.172081299999000,111514508.591000010000000,1
1337,3138,3138,0,45,58,45058,1,29,45029,1,29,45029,0,0,849570.0000000,761959.0000000,45058,42240.171096999999000,111514503.393999990000000,1
1338,3139,3139,0,45,59,45059,1,30,45030,1,30,45030,0,0,860130.0000000,761959.0000000,45059,42240.171096999999000,111514503.393999990000000,1
1339,3140,3140,0,45,60,45060,1,31,45031,1,31,45031,0,0,870690.0000000,761959.0000000,45060,42240.170440900001000,111514499.930000010000000,1
1340,3141,3141,0,45,61,45061,1,32,45032,1,32,45032,0,0,881250.0000000,761959.0000000,45061,42240.170768999997000,111514501.662000000000000,1
1341,3142,3142,0,45,62,45062,1,33,45033,1,33,45033,0,0,891810.0000000,761959.0000000,45062,42240.170112799999000,111514498.197000000000000,1
1342,3143,3143,0,45,63,45063,1,34,45034,1,34,45034,0,0,902370.0000000,761959.0000000,45063,42240.213419799999000,111514726.859000000000000,1
1343,3144,3144,0,45,64,45064,1,35,45035,1,35,45035,0,0,912931.0000000,761959.0000000,45064,42240.249180899998000,111514915.679000010000000,1
1344,3145,3145,0,45,65,45065,1,36,45036,1,36,45036,0,0,923491.0000000,761959.0000000,45065,42240.252789799997000,111514934.734000000000000,1
1345,3146,3146,0,45,66,45066,1,37,45037,1,37,45037,0,0,934051.0000000,761959.0000000,45066,42240.256070600000000,111514952.057000000000000,1
1346,3147,3147,0,45,67,45067,1,38,45038,1,38,45038,0,0,944611.0000000,761959.0000000,45067,42240.260007600002000,111514972.844000000000000,1
1347,3148,3148,0,45,68,45068,1,39,45039,1,39,45039,0,0,955171.0000000,761959.0000000,45068,42240.262960400003000,111514988.435000000000000,1
1348,3149,3149,0,45,69,45069,1,40,45040,1,40,45040,0,0,965731.0000000,761959.0000000,45069,42240.266897300004000,111515009.222000000000000,1
1349,3150,3150,0,45,70,45070,0,0,0,0,0,0,0,0,976291.0000000,761959.0000000,45070,42240.270834299998000,111515030.010000010000000,0
1350,3191,3191,0,46,41,46041,1,12,46012,0,0,0,0,0,670050.0000000,772520.0000000,46041,42240.187173200000000,111514588.277000000000000,1
1351,3192,3192,0,46,42,46042,1,13,46013,1,13,46013,0,0,680610.0000000,772520.0000000,46042,42240.185532800002000,111514579.614999990000000,1
1352,3193,3193,0,46,43,46043,1,14,46014,1,14,46014,0,0,691170.0000000,772520.0000000,46043,42240.184548500001000,111514574.418000000000000,1
1353,3194,3194,0,46,44,46044,1,15,46015,1,15,46015,0,0,701730.0000000,772520.0000000,46044,42240.182908100003000,111514565.757000000000000,1
1354,3195,3195,0,46,45,46045,1,16,46016,1,16,46016,0,0,712290.0000000,772520.0000000,46045,42240.182251999999000,111514562.292000000000000,1
1355,3196,3196,0,46,46,46046,1,17,46017,1,17,46017,0,0,722850.0000000,772520.0000000,46046,42240.179955400003000,111514550.165999990000000,1
1356,3197,3197,0,46,47,46047,1,18,46018,1,18,46018,0,0,733410.0000000,772520.0000000,46047,42240.178314899997000,111514541.505000000000000,1
1357,3198,3198,0,46,48,46048,1,19,46019,1,19,46019,0,0,743970.0000000,772520.0000000,46048,42240.165519599999000,111514473.944999990000000,1
1358,3199,3199,0,46,49,46049,1,20,46020,1,20,46020,0,0,754530.0000000,772520.0000000,46049,42240.166503799999000,111514479.142000000000000,1
1359,3200,3200,0,46,50,46050,1,21,46021,1,21,46021,0,0,765090.0000000,772520.0000000,46050,42240.167816100002000,111514486.070999990000000,1
1360,3201,3201,0,46,51,46051,1,22,46022,1,22,46022,0,0,775650.0000000,772520.0000000,46051,42240.168800400003000,111514491.268000010000000,1
1361,3202,3202,0,46,52,46052,1,23,46023,1,23,46023,0,0,786210.0000000,772520.0000000,46052,42240.169456600001000,111514494.731999990000000,1
1362,3203,3203,0,46,53,46053,1,24,46024,1,24,46024,0,0,796770.0000000,772520.0000000,46053,42240.170112699998000,111514498.197000000000000,1
1363,3204,3204,0,46,54,46054,1,25,46025,1,25,46025,0,0,807330.0000000,772520.0000000,46054,42240.171753100003000,111514506.858000000000000,1
1364,3205,3205,0,46,55,46055,1,26,46026,1,26,46026,0,0,817890.0000000,772520.0000000,46055,42240.173065499999000,111514513.788000000000000,1
1365,3206,3206,0,46,56,46056,1,27,46027,1,27,46027,0,0,828450.0000000,772520.0000000,46056,42240.174377800002000,111514520.716999990000000,1
1366,3207,3207,0,46,57,46057,1,28,46028,1,28,46028,0,0,839010.0000000,772520.0000000,46057,42240.174377900003000,111514520.716999990000000,1
1367,3208,3208,0,46,58,46058,1,29,46029,1,29,46029,0,0,849570.0000000,772520.0000000,46058,42240.174049800000000,111514518.985000000000000,1
1368,3209,3209,0,46,59,46059,1,30,46030,1,30,46030,0,0,860130.0000000,772520.0000000,46059,42240.174049800000000,111514518.985000000000000,1
1369,3210,3210,0,46,60,46060,1,31,46031,1,31,46031,0,0,870690.0000000,772519.0000000,46060,42240.173721699997000,111514517.252000000000000,1
1370,3211,3211,0,46,61,46061,1,32,46032,1,32,46032,0,0,881250.0000000,772519.0000000,46061,42240.173393700003000,111514515.520000000000000,1
1371,3212,3212,0,46,62,46062,1,33,46033,1,33,46033,0,0,891810.0000000,772519.0000000,46062,42240.172409400002000,111514510.323000000000000,1
1372,3213,3213,0,46,63,46063,1,34,46034,1,34,46034,0,0,902371.0000000,772519.0000000,46063,42240.211123300003000,111514714.733000000000000,1
1373,3214,3214,0,46,64,46064,1,35,46035,1,35,46035,0,0,912931.0000000,772519.0000000,46064,42240.242947300001000,111514882.765000000000000,1
1374,3215,3215,0,46,65,46065,1,36,46036,1,36,46036,0,0,923491.0000000,772519.0000000,46065,42240.246228099997000,111514900.088000000000000,1
1375,3216,3216,0,46,66,46066,1,37,46037,1,37,46037,0,0,934051.0000000,772519.0000000,46066,42240.249837000003000,111514919.143000010000000,1
1376,3217,3217,0,46,67,46067,1,38,46038,1,38,46038,0,0,944611.0000000,772519.0000000,46067,42240.253773999997000,111514939.930999990000000,1
1377,3218,3218,0,46,68,46068,1,39,46039,1,39,46039,0,0,955171.0000000,772519.0000000,46068,42240.257054800000000,111514957.253999990000000,1
1378,3219,3219,0,46,69,46069,1,40,46040,1,40,46040,0,0,965731.0000000,772519.0000000,46069,42240.260991800002000,111514978.040999990000000,1
1379,3220,3220,0,46,70,46070,0,0,0,0,0,0,0,0,976291.0000000,772519.0000000,46070,42240.264272699998000,111514995.363999990000000,0
1380,3261,3261,0,47,41,47041,1,12,47012,0,0,0,0,0,670050.0000000,783080.0000000,47041,42240.184220499999000,111514572.686000000000000,1
