FID,OBJECTID_1,OBJECTID,Id,Row,Col,District_1,NSM_Active,NSM_Col,NSM_ROCO,SFWMM_Acti,SFWMM_Col,SFWMM_ROCO,LOK_Active,cell_area,Xcoord,Ycoord,rowco,Shape_Leng,Shape_Area,rf_active
732,1733,1733,0,25,53,25053,1,24,25024,1,24,25024,0,0,796769.0000000,550759.0000000,25053,42240.169456800002000,111514494.733000000000000,1
733,1734,1734,0,25,54,25054,1,25,25025,1,25,25025,0,0,807329.0000000,550759.0000000,25054,42240.170769099997000,111514501.662000000000000,1
734,1735,1735,0,25,55,25055,1,26,25026,1,26,25026,0,0,817889.0000000,550759.0000000,25055,42240.171753399998000,111514506.859000000000000,1
735,1736,1736,0,25,56,25056,1,27,25027,1,27,25027,0,0,828450.0000000,550759.0000000,25056,42240.175362399998000,111514525.915000010000000,1
736,1737,1737,0,25,57,25057,1,28,25028,1,28,25028,0,0,839010.0000000,550759.0000000,25057,42240.185204900001000,111514577.884000000000000,1
737,1738,1738,0,25,58,25058,1,29,25029,1,29,25029,0,0,849570.0000000,550759.0000000,25058,42240.193735000001000,111514622.922999990000000,1
738,1739,1739,0,25,59,25059,1,30,25030,1,30,25030,0,0,860130.0000000,550759.0000000,25059,42240.203905599999000,111514676.624000000000000,1
739,1740,1740,0,25,60,25060,1,31,25031,1,31,25031,0,0,870690.0000000,550759.0000000,25060,42240.212763800002000,111514723.396000000000000,1
740,1741,1741,0,25,61,25061,1,32,25032,1,32,25032,0,0,881250.0000000,550759.0000000,25061,42240.222278300003000,111514773.632000000000000,1
741,1742,1742,0,25,62,25062,1,33,25033,1,33,25033,0,0,891810.0000000,550758.0000000,25062,42240.231792699997000,111514823.868000000000000,1
742,1743,1743,0,25,63,25063,1,34,25034,1,34,25034,0,0,902370.0000000,550758.0000000,25063,42240.314469700003000,111515260.406000000000000,1
743,1744,1744,0,25,64,25064,1,35,25035,1,35,25035,0,0,912930.0000000,550758.0000000,25064,42240.406004999997000,111515743.715000000000000,1
744,1745,1745,0,25,65,25065,1,36,25036,1,36,25036,0,0,923490.0000000,550758.0000000,25065,42240.401411799998000,111515719.463000000000000,1
745,1746,1746,0,25,66,25066,1,37,25037,1,37,25037,0,0,934050.0000000,550758.0000000,25066,42240.396162400000000,111515691.746000010000000,1
746,1747,1747,0,25,67,25067,0,0,0,0,0,0,0,0,944610.0000000,550758.0000000,25067,42240.391569200001000,111515667.493000000000000,0
747,1748,1748,0,25,68,25068,0,0,0,0,0,0,0,0,955171.0000000,550758.0000000,25068,42240.386319800004000,111515639.775999990000000,0
748,1749,1749,0,25,69,25069,0,0,0,0,0,0,0,0,965731.0000000,550758.0000000,25069,42240.382054700000000,111515617.256000000000000,0
749,1750,1750,0,25,70,25070,0,0,0,0,0,0,0,0,976291.0000000,550758.0000000,25070,42240.377133499998000,111515591.271000000000000,0
750,1791,1791,0,26,41,26041,1,12,26012,1,12,26012,0,0,670049.0000000,561319.0000000,26041,42240.122213100003000,111514245.286000000000000,1
751,1792,1792,0,26,42,26042,1,13,26013,1,13,26013,0,0,680609.0000000,561319.0000000,26042,42240.125165799996000,111514260.876000000000000,1
752,1793,1793,0,26,43,26043,1,14,26014,1,14,26014,0,0,691169.0000000,561319.0000000,26043,42240.128118499997000,111514276.466999990000000,1
753,1794,1794,0,26,44,26044,1,15,26015,1,15,26015,0,0,701729.0000000,561319.0000000,26044,42240.131071199998000,111514292.057000000000000,1
754,1795,1795,0,26,45,26045,1,16,26016,1,16,26016,0,0,712289.0000000,561319.0000000,26045,42240.134352000001000,111514309.380000000000000,1
755,1796,1796,0,26,46,26046,1,17,26017,1,17,26017,0,0,722849.0000000,561319.0000000,26046,42240.138617099998000,111514331.899000000000000,1
756,1797,1797,0,26,47,26047,1,18,26018,1,18,26018,0,0,733409.0000000,561319.0000000,26047,42240.142226000004000,111514350.954000000000000,1
757,1798,1798,0,26,48,26048,1,19,26019,1,19,26019,0,0,743969.0000000,561319.0000000,26048,42240.167816300003000,111514486.070999990000000,1
758,1799,1799,0,26,49,26049,1,20,26020,1,20,26020,0,0,754529.0000000,561319.0000000,26049,42240.168472500001000,111514489.536000000000000,1
759,1800,1800,0,26,50,26050,1,21,26021,1,21,26021,0,0,765089.0000000,561319.0000000,26050,42240.169784799997000,111514496.465000000000000,1
760,1801,1801,0,26,51,26051,1,22,26022,1,22,26022,0,0,775649.0000000,561319.0000000,26051,42240.170769099997000,111514501.662000000000000,1
761,1802,1802,0,26,52,26052,1,23,26023,1,23,26023,0,0,786209.0000000,561319.0000000,26052,42240.171097200000000,111514503.393999990000000,1
762,1803,1803,0,26,53,26053,1,24,26024,1,24,26024,0,0,796769.0000000,561319.0000000,26053,42240.172081400000000,111514508.591000010000000,1
763,1804,1804,0,26,54,26054,1,25,26025,1,25,26025,0,0,807329.0000000,561319.0000000,26054,42240.173065700001000,111514513.788000000000000,1
764,1805,1805,0,26,55,26055,1,26,26026,1,26,26026,0,0,817890.0000000,561319.0000000,26055,42240.173065700001000,111514513.788000000000000,1
765,1806,1806,0,26,56,26056,1,27,26027,1,27,26027,0,0,828450.0000000,561319.0000000,26056,42240.171425400003000,111514505.128000010000000,1
766,1807,1807,0,26,57,26057,1,28,26028,1,28,26028,0,0,839010.0000000,561319.0000000,26057,42240.181595900001000,111514558.827999990000000,1
767,1808,1808,0,26,58,26058,1,29,26029,1,29,26029,0,0,849570.0000000,561319.0000000,26058,42240.190782300000000,111514607.332000000000000,1
768,1809,1809,0,26,59,26059,1,30,26030,1,30,26030,0,0,860130.0000000,561319.0000000,26059,42240.200296700001000,111514657.569000010000000,1
769,1810,1810,0,26,60,26060,1,31,26031,1,31,26031,0,0,870690.0000000,561319.0000000,26060,42240.210139100003000,111514709.537000000000000,1
770,1811,1811,0,26,61,26061,1,32,26032,1,32,26032,0,0,881250.0000000,561319.0000000,26061,42240.219325500002000,111514758.040999990000000,1
771,1812,1812,0,26,62,26062,1,33,26033,1,33,26033,0,0,891810.0000000,561319.0000000,26062,42240.228511800000000,111514806.545000000000000,1
772,1813,1813,0,26,63,26063,1,34,26034,1,34,26034,0,0,902370.0000000,561319.0000000,26063,42240.307908000002000,111515225.760000010000000,1
773,1814,1814,0,26,64,26064,1,35,26035,1,35,26035,0,0,912930.0000000,561318.0000000,26064,42240.393865899998000,111515679.621000010000000,1
774,1815,1815,0,26,65,26065,1,36,26036,1,36,26036,0,0,923490.0000000,561318.0000000,26065,42240.388944600003000,111515653.636000010000000,1
775,1816,1816,0,26,66,26066,1,37,26037,1,37,26037,0,0,934050.0000000,561318.0000000,26066,42240.384023300001000,111515627.650999990000000,1
776,1817,1817,0,26,67,26067,0,0,0,0,0,0,0,0,944610.0000000,561318.0000000,26067,42240.379430100002000,111515603.399000000000000,0
777,1818,1818,0,26,68,26068,0,0,0,0,0,0,0,0,955171.0000000,561318.0000000,26068,42240.373852700002000,111515573.949000000000000,0
778,1819,1819,0,26,69,26069,0,0,0,0,0,0,0,0,965731.0000000,561318.0000000,26069,42240.369259500003000,111515549.697000000000000,0
779,1820,1820,0,26,70,26070,0,0,0,0,0,0,0,0,976291.0000000,561318.0000000,26070,42240.364994399999000,111515527.176000000000000,0
780,1861,1861,0,27,41,27041,1,12,27012,1,12,27012,0,0,670049.0000000,571879.0000000,27041,42240.112698700003000,111514195.050000000000000,1
781,1862,1862,0,27,42,27042,1,13,27013,1,13,27013,0,0,680609.0000000,571879.0000000,27042,42240.115651400003000,111514210.640000000000000,1
782,1863,1863,0,27,43,27043,1,14,27014,1,14,27014,0,0,691169.0000000,571879.0000000,27043,42240.119916399999000,111514233.160000000000000,1
783,1864,1864,0,27,44,27044,1,15,27015,1,15,27015,0,0,701729.0000000,571879.0000000,27044,42240.123197200002000,111514250.481999990000000,1
784,1865,1865,0,27,45,27045,1,16,27016,1,16,27016,0,0,712289.0000000,571879.0000000,27045,42240.126149900003000,111514266.073000000000000,1
785,1866,1866,0,27,46,27046,1,17,27017,1,17,27017,0,0,722849.0000000,571879.0000000,27046,42240.129102699997000,111514281.663000000000000,1
786,1867,1867,0,27,47,27047,1,18,27018,1,18,27018,0,0,733409.0000000,571879.0000000,27047,42240.134023899998000,111514307.647000000000000,1
787,1868,1868,0,27,48,27048,1,19,27019,1,19,27019,0,0,743969.0000000,571879.0000000,27048,42240.170440900001000,111514499.930000010000000,1
788,1869,1869,0,27,49,27049,1,20,27020,1,20,27020,0,0,754529.0000000,571879.0000000,27049,42240.171425200002000,111514505.127000000000000,1
789,1870,1870,0,27,50,27050,1,21,27021,1,21,27021,0,0,765089.0000000,571879.0000000,27050,42240.172409500003000,111514510.323000000000000,1
790,1871,1871,0,27,51,27051,1,22,27022,1,22,27022,0,0,775649.0000000,571879.0000000,27051,42240.172737599998000,111514512.055999990000000,1
791,1872,1872,0,27,52,27052,1,23,27023,1,23,27023,0,0,786209.0000000,571879.0000000,27052,42240.173721799998000,111514517.253000010000000,1
792,1873,1873,0,27,53,27053,1,24,27024,1,24,27024,0,0,796769.0000000,571879.0000000,27053,42240.175034200001000,111514524.182000000000000,1
793,1874,1874,0,27,54,27054,1,25,27025,1,25,27025,0,0,807330.0000000,571879.0000000,27054,42240.175690399999000,111514527.646000000000000,1
794,1875,1875,0,27,55,27055,1,26,27026,1,26,27026,0,0,817890.0000000,571879.0000000,27055,42240.174378000003000,111514520.716999990000000,1
795,1876,1876,0,27,56,27056,1,27,27027,1,27,27027,0,0,828450.0000000,571879.0000000,27056,42240.168472600002000,111514489.537000000000000,1
796,1877,1877,0,27,57,27057,1,28,27028,1,28,27028,0,0,839010.0000000,571879.0000000,27057,42240.177987000003000,111514539.773000000000000,1
797,1878,1878,0,27,58,27058,1,29,27029,1,29,27029,0,0,849570.0000000,571879.0000000,27058,42240.187501400003000,111514590.009000000000000,1
798,1879,1879,0,27,59,27059,1,30,27030,1,30,27030,0,0,860130.0000000,571879.0000000,27059,42240.197343899999000,111514641.978000000000000,1
799,1880,1880,0,27,60,27060,1,31,27031,1,31,27031,0,0,870690.0000000,571879.0000000,27060,42240.206530199997000,111514690.481999990000000,1
800,1881,1881,0,27,61,27061,1,32,27032,1,32,27032,0,0,881250.0000000,571879.0000000,27061,42240.215716500003000,111514738.986000000000000,1
801,1882,1882,0,27,62,27062,1,33,27033,1,33,27033,0,0,891810.0000000,571879.0000000,27062,42240.224574799999000,111514785.758000000000000,1
802,1883,1883,0,27,63,27063,1,34,27034,1,34,27034,0,0,902370.0000000,571879.0000000,27063,42240.301018200000000,111515189.382000000000000,1
803,1884,1884,0,27,64,27064,1,35,27035,1,35,27035,0,0,912930.0000000,571879.0000000,27064,42240.381398799997000,111515613.794000000000000,1
804,1885,1885,0,27,65,27065,1,36,27036,1,36,27036,0,0,923490.0000000,571878.0000000,27065,42240.376477500002000,111515587.809000000000000,1
805,1886,1886,0,27,66,27066,1,37,27037,1,37,27037,0,0,934050.0000000,571878.0000000,27066,42240.371228099997000,111515560.091999990000000,1
806,1887,1887,0,27,67,27067,1,38,27038,1,38,27038,0,0,944610.0000000,571878.0000000,27067,42240.366634899998000,111515535.839000000000000,1
807,1888,1888,0,27,68,27068,0,0,0,0,0,0,0,0,955171.0000000,571878.0000000,27068,42240.361713600003000,111515509.854000000000000,0
808,1889,1889,0,27,69,27069,0,0,0,0,0,0,0,0,965731.0000000,571878.0000000,27069,42240.356464299999000,111515482.136999990000000,0
809,1890,1890,0,27,70,27070,0,0,0,0,0,0,0,0,976291.0000000,571878.0000000,27070,42240.351871100000000,111515457.885000010000000,0
810,1931,1931,0,28,41,28041,1,12,28012,1,12,28012,0,0,670049.0000000,582439.0000000,28041,42240.104496599997000,111514151.742000000000000,1
811,1932,1932,0,28,42,28042,1,13,28013,1,13,28013,0,0,680609.0000000,582439.0000000,28042,42240.107449299998000,111514167.333000000000000,1
812,1933,1933,0,28,43,28043,1,14,28014,1,14,28014,0,0,691169.0000000,582439.0000000,28043,42240.110730100001000,111514184.656000000000000,1
813,1934,1934,0,28,44,28044,1,15,28015,1,15,28015,0,0,701729.0000000,582439.0000000,28044,42240.114010899997000,111514201.978000000000000,1
814,1935,1935,0,28,45,28045,1,16,28016,1,16,28016,0,0,712289.0000000,582439.0000000,28045,42240.117291700000000,111514219.301000000000000,1
815,1936,1936,0,28,46,28046,1,17,28017,1,17,28017,0,0,722849.0000000,582439.0000000,28046,42240.120572500004000,111514236.624000000000000,1
816,1937,1937,0,28,47,28047,1,18,28018,1,18,28018,0,0,733409.0000000,582439.0000000,28047,42240.126149800002000,111514266.072000000000000,1
817,1938,1938,0,28,48,28048,1,19,28019,1,19,28019,0,0,743969.0000000,582439.0000000,28048,42240.172737499997000,111514512.055999990000000,1
818,1939,1939,0,28,49,28049,1,20,28020,1,20,28020,0,0,754529.0000000,582439.0000000,28049,42240.173721799998000,111514517.252000000000000,1
819,1940,1940,0,28,50,28050,1,21,28021,1,21,28021,0,0,765089.0000000,582439.0000000,28050,42240.174378000003000,111514520.716999990000000,1
820,1941,1941,0,28,51,28051,1,22,28022,1,22,28022,0,0,775649.0000000,582439.0000000,28051,42240.175362200003000,111514525.914000000000000,1
821,1942,1942,0,28,52,28052,1,23,28023,1,23,28023,0,0,786209.0000000,582439.0000000,28052,42240.176346499997000,111514531.111000000000000,1
822,1943,1943,0,28,53,28053,1,24,28024,1,24,28024,0,0,796770.0000000,582439.0000000,28053,42240.177330799997000,111514536.308000000000000,1
823,1944,1944,0,28,54,28054,1,25,28025,1,25,28025,0,0,807330.0000000,582439.0000000,28054,42240.178314999997000,111514541.505000000000000,1
824,1945,1945,0,28,55,28055,1,26,28026,1,26,28026,0,0,817890.0000000,582439.0000000,28055,42240.175034200001000,111514524.182000000000000,1
825,1946,1946,0,28,56,28056,1,27,28027,1,27,28027,0,0,828450.0000000,582439.0000000,28056,42240.165847900003000,111514475.678000000000000,1
826,1947,1947,0,28,57,28057,1,28,28028,1,28,28028,0,0,839010.0000000,582439.0000000,28057,42240.174706099999000,111514522.450000000000000,1
827,1948,1948,0,28,58,28058,1,29,28029,1,29,28029,0,0,849570.0000000,582439.0000000,28058,42240.184220499999000,111514572.686000000000000,1
828,1949,1949,0,28,59,28059,1,30,28030,1,30,28030,0,0,860130.0000000,582439.0000000,28059,42240.193734900000000,111514622.922000010000000,1
829,1950,1950,0,28,60,28060,1,31,28031,1,31,28031,0,0,870690.0000000,582439.0000000,28060,42240.202265100001000,111514667.962000000000000,1
830,1951,1951,0,28,61,28061,1,32,28032,1,32,28032,0,0,881250.0000000,582439.0000000,28061,42240.212435699999000,111514721.663000000000000,1
831,1952,1952,0,28,62,28062,1,33,28033,1,33,28033,0,0,891810.0000000,582439.0000000,28062,42240.221621999997000,111514770.167000000000000,1
832,1953,1953,0,28,63,28063,1,34,28034,1,34,28034,0,0,902370.0000000,582439.0000000,28063,42240.294128499998000,111515153.003999990000000,1
833,1954,1954,0,28,64,28064,1,35,28035,1,35,28035,0,0,912930.0000000,582439.0000000,28064,42240.368603499999000,111515546.234000000000000,1
834,1955,1955,0,28,65,28065,1,36,28036,1,36,28036,0,0,923490.0000000,582439.0000000,28065,42240.364010300000000,111515521.981999990000000,1
835,1956,1956,0,28,66,28066,1,37,28037,1,37,28037,0,0,934050.0000000,582438.0000000,28066,42240.359088999998000,111515495.996999990000000,1
836,1957,1957,0,28,67,28067,1,38,28038,1,38,28038,0,0,944610.0000000,582438.0000000,28067,42240.354167799997000,111515470.011999990000000,1
837,1958,1958,0,28,68,28068,0,0,0,0,0,0,0,0,955171.0000000,582438.0000000,28068,42240.348918399999000,111515442.295000000000000,0
838,1959,1959,0,28,69,28069,0,0,0,0,0,0,0,0,965731.0000000,582438.0000000,28069,42240.344325200000000,111515418.043000000000000,0
839,1960,1960,0,28,70,28070,0,0,0,0,0,0,0,0,976291.0000000,582438.0000000,28070,42240.339732000000000,111515393.790000010000000,0
840,2001,2001,0,29,41,29041,1,12,29012,1,12,29012,0,0,670049.0000000,592999.0000000,29041,42240.094982199997000,111514101.506000000000000,1
841,2002,2002,0,29,42,29042,1,13,29013,1,13,29013,0,0,680609.0000000,592999.0000000,29042,42240.098263000000000,111514118.829000000000000,1
842,2003,2003,0,29,43,29043,1,14,29014,1,14,29014,0,0,691169.0000000,592999.0000000,29043,42240.101871799998000,111514137.884000000000000,1
843,2004,2004,0,29,44,29044,1,15,29015,1,15,29015,0,0,701729.0000000,592999.0000000,29044,42240.105152600001000,111514155.206000000000000,1
844,2005,2005,0,29,45,29045,1,16,29016,1,16,29016,0,0,712289.0000000,592999.0000000,29045,42240.108105300002000,111514170.797000010000000,1
845,2006,2006,0,29,46,29046,1,17,29017,1,17,29017,0,0,722849.0000000,592999.0000000,29046,42240.111386099998000,111514188.120000000000000,1
846,2007,2007,0,29,47,29047,1,18,29018,1,18,29018,0,0,733409.0000000,592999.0000000,29047,42240.117291600000000,111514219.300000000000000,1
847,2008,2008,0,29,48,29048,1,19,29019,1,19,29019,0,0,743969.0000000,592999.0000000,29048,42240.175034100001000,111514524.182000000000000,1
848,2009,2009,0,29,49,29049,1,20,29020,1,20,29020,0,0,754529.0000000,592999.0000000,29049,42240.176346400003000,111514531.111000000000000,1
849,2010,2010,0,29,50,29050,1,21,29021,1,21,29021,0,0,765089.0000000,592999.0000000,29050,42240.177330699997000,111514536.308000000000000,1
850,2011,2011,0,29,51,29051,1,22,29022,1,22,29022,0,0,775649.0000000,592999.0000000,29051,42240.178643100000000,111514543.237000000000000,1
851,2012,2012,0,29,52,29052,1,23,29023,1,23,29023,0,0,786210.0000000,592999.0000000,29052,42240.179299299998000,111514546.701000010000000,1
852,2013,2013,0,29,53,29053,1,24,29024,1,24,29024,0,0,796770.0000000,592999.0000000,29053,42240.179627300000000,111514548.434000000000000,1
853,2014,2014,0,29,54,29054,1,25,29025,1,25,29025,0,0,807330.0000000,592999.0000000,29054,42240.180611600001000,111514553.631000000000000,1
854,2015,2015,0,29,55,29055,1,26,29026,1,26,29026,0,0,817890.0000000,592999.0000000,29055,42240.175362299997000,111514525.914000000000000,1
855,2016,2016,0,29,56,29056,1,27,29027,1,27,29027,0,0,828450.0000000,592999.0000000,29056,42240.162566999999000,111514458.355000000000000,1
856,2017,2017,0,29,57,29057,1,28,29028,1,28,29028,0,0,839010.0000000,592999.0000000,29057,42240.171425300003000,111514505.127000000000000,1
857,2018,2018,0,29,58,29058,1,29,29029,1,29,29029,0,0,849570.0000000,592999.0000000,29058,42240.181267799999000,111514557.095000000000000,1
858,2019,2019,0,29,59,29059,1,30,29030,1,30,29030,0,0,860130.0000000,592999.0000000,29059,42240.190454099997000,111514605.599000010000000,1
859,2020,2020,0,29,60,29060,1,31,29031,1,31,29031,0,0,870690.0000000,592999.0000000,29060,42240.199640400002000,111514654.103000000000000,1
860,2021,2021,0,29,61,29061,1,32,29032,1,32,29032,0,0,881250.0000000,592999.0000000,29061,42240.209482899998000,111514706.072000000000000,1
861,2022,2022,0,29,62,29062,1,33,29033,1,33,29033,0,0,891810.0000000,592999.0000000,29062,42240.218341100001000,111514752.844000000000000,1
862,2023,2023,0,29,63,29063,1,34,29034,1,34,29034,0,0,902370.0000000,592999.0000000,29063,42240.287566799998000,111515118.358000000000000,1
863,2024,2024,0,29,64,29064,1,35,29035,1,35,29035,0,0,912930.0000000,592999.0000000,29064,42240.356464500001000,111515482.140000000000000,1
864,2025,2025,0,29,65,29065,1,36,29036,1,36,29036,0,0,923490.0000000,592999.0000000,29065,42240.351215100003000,111515454.422999990000000,1
865,2026,2026,0,29,66,29066,1,37,29037,1,37,29037,0,0,934050.0000000,592999.0000000,29066,42240.346621899997000,111515430.170000000000000,1
866,2027,2027,0,29,67,29067,1,38,29038,1,38,29038,0,0,944610.0000000,592999.0000000,29067,42240.341700600002000,111515404.185000000000000,1
867,2028,2028,0,29,68,29068,0,0,0,0,0,0,0,0,955171.0000000,592998.0000000,29068,42240.336451299998000,111515376.467999990000000,0
868,2029,2029,0,29,69,29069,0,0,0,0,0,0,0,0,965731.0000000,592998.0000000,29069,42240.331530000003000,111515350.483000000000000,0
869,2030,2030,0,29,70,29070,0,0,0,0,0,0,0,0,976291.0000000,592998.0000000,29070,42240.326608700001000,111515324.499000000000000,0
870,2071,2071,0,30,41,30041,1,12,30012,1,12,30012,0,0,670049.0000000,603559.0000000,30041,42240.095310099998000,111514103.238000010000000,1
871,2072,2072,0,30,42,30042,1,13,30013,1,13,30013,0,0,680609.0000000,603559.0000000,30042,42240.097934799996000,111514117.096000000000000,1
872,2073,2073,0,30,43,30043,1,14,30014,1,14,30014,0,0,691169.0000000,603559.0000000,30043,42240.100559400002000,111514130.954000000000000,1
873,2074,2074,0,30,44,30044,1,15,30015,1,15,30015,0,0,701729.0000000,603559.0000000,30044,42240.103184100000000,111514144.812000010000000,1
874,2075,2075,0,30,45,30045,1,16,30016,1,16,30016,0,0,712289.0000000,603559.0000000,30045,42240.105808699998000,111514158.671000000000000,1
875,2076,2076,0,30,46,30046,1,17,30017,1,17,30017,0,0,722849.0000000,603559.0000000,30046,42240.108761399999000,111514174.261000010000000,1
876,2077,2077,0,30,47,30047,1,18,30018,1,18,30018,0,0,733409.0000000,603559.0000000,30047,42240.114010700003000,111514201.978000000000000,1
877,2078,2078,0,30,48,30048,1,19,30019,1,19,30019,0,0,743969.0000000,603559.0000000,30048,42240.179955400003000,111514550.165999990000000,1
878,2079,2079,0,30,49,30049,1,20,30020,1,20,30020,0,0,754529.0000000,603559.0000000,30049,42240.180283499998000,111514551.898000000000000,1
879,2080,2080,0,30,50,30050,1,21,30021,1,21,30021,0,0,765089.0000000,603559.0000000,30050,42240.181267699998000,111514557.095000000000000,1
880,2081,2081,0,30,51,30051,1,22,30022,1,22,30022,0,0,775650.0000000,603559.0000000,30051,42240.182251999999000,111514562.292000000000000,1
881,2082,2082,0,30,52,30052,1,23,30023,1,23,30023,0,0,786210.0000000,603559.0000000,30052,42240.183236199999000,111514567.488999990000000,1
882,2083,2083,0,30,53,30053,1,24,30024,1,24,30024,0,0,796770.0000000,603559.0000000,30053,42240.184220499999000,111514572.686000000000000,1
883,2084,2084,0,30,54,30054,1,25,30025,1,25,30025,0,0,807330.0000000,603559.0000000,30054,42240.185204699999000,111514577.883000000000000,1
884,2085,2085,0,30,55,30055,1,26,30026,1,26,30026,0,0,817890.0000000,603559.0000000,30055,42240.178643100000000,111514543.237000000000000,1
885,2086,2086,0,30,56,30056,1,27,30027,1,27,30027,0,0,828450.0000000,603559.0000000,30056,42240.159286100003000,111514441.032000010000000,1
886,2087,2087,0,30,57,30057,1,28,30028,1,28,30028,0,0,839010.0000000,603559.0000000,30057,42240.165519700000000,111514473.944999990000000,1
887,2088,2088,0,30,58,30058,1,29,30029,1,29,30029,0,0,849570.0000000,603559.0000000,30058,42240.173065600000000,111514513.788000000000000,1
888,2089,2089,0,30,59,30059,1,30,30030,1,30,30030,0,0,860130.0000000,603559.0000000,30059,42240.179627300000000,111514548.434000000000000,1
889,2090,2090,0,30,60,30060,1,31,30031,1,31,30031,0,0,870690.0000000,603559.0000000,30060,42240.186845099997000,111514586.544000000000000,1
890,2091,2091,0,30,61,30061,1,32,30032,1,32,30032,0,0,881250.0000000,603559.0000000,30061,42240.194390999997000,111514626.386000010000000,1
891,2092,2092,0,30,62,30062,1,33,30033,1,33,30033,0,0,891810.0000000,603559.0000000,30062,42240.201608800002000,111514664.496999990000000,1
892,2093,2093,0,30,63,30063,1,34,30034,1,34,30034,0,0,902370.0000000,603559.0000000,30063,42240.266569400002000,111515007.491000000000000,1
893,2094,2094,0,30,64,30064,1,35,30035,1,35,30035,0,0,912930.0000000,603559.0000000,30064,42240.332514399997000,111515355.682000000000000,1
894,2095,2095,0,30,65,30065,1,36,30036,1,36,30036,0,0,923490.0000000,603559.0000000,30065,42240.330545899997000,111515345.288000000000000,1
895,2096,2096,0,30,66,30066,1,37,30037,1,37,30037,0,0,934050.0000000,603559.0000000,30066,42240.327593100003000,111515329.697000000000000,1
896,2097,2097,0,30,67,30067,1,38,30038,1,38,30038,0,0,944610.0000000,603559.0000000,30067,42240.325296499999000,111515317.570999990000000,1
897,2098,2098,0,30,68,30068,0,0,0,0,0,0,0,0,955171.0000000,603559.0000000,30068,42240.322671800001000,111515303.712000000000000,0
898,2099,2099,0,30,69,30069,0,0,0,0,0,0,0,0,965731.0000000,603558.0000000,30069,42240.320047100002000,111515289.853000000000000,0
899,2100,2100,0,30,70,30070,0,0,0,0,0,0,0,0,976291.0000000,603558.0000000,30070,42240.317094300000000,111515274.261999990000000,0
900,2141,2141,0,31,41,31041,1,12,31012,1,12,31012,0,0,670049.0000000,614119.0000000,31041,42240.110729799999000,111514184.654000000000000,1
901,2142,2142,0,31,42,31042,1,13,31013,1,13,31013,0,0,680609.0000000,614119.0000000,31042,42240.111714100000000,111514189.851000000000000,1
902,2143,2143,0,31,43,31043,1,14,31014,1,14,31014,0,0,691169.0000000,614119.0000000,31043,42240.113682600000000,111514200.245000000000000,1
903,2144,2144,0,31,44,31044,1,15,31015,1,15,31015,0,0,701729.0000000,614119.0000000,31044,42240.115322999998000,111514208.906000000000000,1
904,2145,2145,0,31,45,31045,1,16,31016,1,16,31016,0,0,712289.0000000,614119.0000000,31045,42240.115979200003000,111514212.371000010000000,1
905,2146,2146,0,31,46,31046,1,17,31017,1,17,31017,0,0,722849.0000000,614119.0000000,31046,42240.117619700002000,111514221.033000010000000,1
906,2147,2147,0,31,47,31047,1,18,31018,1,18,31018,0,0,733409.0000000,614119.0000000,31047,42240.121884799999000,111514243.552000000000000,1
907,2148,2148,0,31,48,31048,1,19,31019,1,19,31019,0,0,743969.0000000,614119.0000000,31048,42240.182908100003000,111514565.757000000000000,1
908,2149,2149,0,31,49,31049,1,20,31020,1,20,31020,0,0,754529.0000000,614119.0000000,31049,42240.184220499999000,111514572.686000000000000,1
909,2150,2150,0,31,50,31050,1,21,31021,1,21,31021,0,0,765089.0000000,614119.0000000,31050,42240.185204699999000,111514577.882000000000000,1
910,2151,2151,0,31,51,31051,1,22,31022,1,22,31022,0,0,775650.0000000,614119.0000000,31051,42240.186188899999000,111514583.079000000000000,1
911,2152,2152,0,31,52,31052,1,23,31023,1,23,31023,0,0,786210.0000000,614119.0000000,31052,42240.187501200002000,111514590.008000000000000,1
912,2153,2153,0,31,53,31053,1,24,31024,1,24,31024,0,0,796770.0000000,614119.0000000,31053,42240.188485500003000,111514595.205000000000000,1
913,2154,2154,0,31,54,31054,1,25,31025,1,25,31025,0,0,807330.0000000,614119.0000000,31054,42240.189141600000000,111514598.670000000000000,1
914,2155,2155,0,31,55,31055,1,26,31026,1,26,31026,0,0,817890.0000000,614119.0000000,31055,42240.181595700000000,111514558.827000010000000,1
915,2156,2156,0,31,56,31056,1,27,31027,1,27,31027,0,0,828450.0000000,614119.0000000,31056,42240.157317500001000,111514430.638000000000000,1
916,2157,2157,0,31,57,31057,1,28,31028,1,28,31028,0,0,839010.0000000,614119.0000000,31057,42240.156333200001000,111514425.441000000000000,1
917,2158,2158,0,31,58,31058,1,29,31029,1,29,31029,0,0,849570.0000000,614119.0000000,31058,42240.155677100003000,111514421.976000000000000,1
918,2159,2159,0,31,59,31059,1,30,31030,1,30,31030,0,0,860130.0000000,614119.0000000,31059,42240.154364700000000,111514415.047000010000000,1
919,2160,2160,0,31,60,31060,1,31,31031,1,31,31031,0,0,870690.0000000,614119.0000000,31060,42240.154036699998000,111514413.315000000000000,1
920,2161,2161,0,31,61,31061,1,32,31032,1,32,31032,0,0,881250.0000000,614119.0000000,31061,42240.152724300002000,111514406.386000010000000,1
921,2162,2162,0,31,62,31062,1,33,31033,1,33,31033,0,0,891810.0000000,614119.0000000,31062,42240.151740100002000,111514401.189000000000000,1
