OBJECTID_1,OBJECTID,Id,Row,Col,District_1,NSM_Active,NSM_Col,NSM_ROCO,SFWMM_Acti,SFWMM_Col,SFWMM_ROCO,LOK_Active,cell_area,Xcoord,Ycoord,rowco,Shape_Length,Shape_Area,rf_active
1241,1241,0,18,51,18051,1,22,18022,1,22,18022,0,0,0.0000000,0.0000000,18051,42240.136648456682000,111514321.504982680000000,1
1242,1242,0,18,52,18052,1,23,18023,1,23,18023,0,0,0.0000000,0.0000000,18052,42240.145178642953000,111514366.544497500000000,1
1243,1243,0,18,53,18053,1,24,18024,1,24,18024,0,0,0.0000000,0.0000000,18053,42240.153052668342000,111514408.119469930000000,1
1244,1244,0,18,54,18054,1,25,18025,1,25,18025,0,0,0.0000000,0.0000000,18054,42240.160926679571000,111514449.694363680000000,1
1245,1245,0,18,55,18055,1,26,18026,1,26,18026,0,0,0.0000000,0.0000000,18055,42240.166832253235000,111514480.875947670000000,1
1246,1246,0,18,56,18056,1,27,18027,1,27,18027,0,0,0.0000000,0.0000000,18056,42240.169129195063000,111514493.003660490000000,1
1247,1247,0,18,57,18057,1,28,18028,1,28,18028,0,0,0.0000000,0.0000000,18057,42240.179956021333000,111514550.169549440000000,1
1248,1248,0,18,58,18058,1,29,18029,1,29,18029,0,0,0.0000000,0.0000000,18058,42240.190126665715000,111514603.870751280000000,1
1249,1249,0,18,59,18059,1,30,18030,1,30,18030,0,0,0.0000000,0.0000000,18059,42240.201281568530000,111514662.768841400000000,1
1250,1250,0,18,60,18060,1,31,18031,1,31,18031,0,0,0.0000000,0.0000000,18060,42240.211452232557000,111514716.470077650000000,1
1251,1251,0,18,61,18061,1,32,18032,1,32,18032,0,0,0.0000000,0.0000000,18061,42240.221950986299000,111514771.903615550000000,1
1252,1252,0,18,62,18062,1,33,18033,1,33,18033,0,0,0.0000000,0.0000000,18062,42240.232777822290000,111514829.069411990000000,1
1253,1253,0,18,63,18063,1,34,18034,1,34,18034,0,0,0.0000000,0.0000000,18063,42240.363682885363000,111515520.253121470000000,1
1254,1254,0,18,64,18064,0,0,0,0,0,0,0,0,0.0000000,0.0000000,18064,42240.539207198257000,111516447.027818280000000,0
1255,1255,0,18,65,18065,0,0,0,0,0,0,0,0,0.0000000,0.0000000,18065,42240.530676902898000,111516401.987559010000000,0
1256,1256,0,18,66,18066,0,0,0,0,0,0,0,0,0.0000000,0.0000000,18066,42240.522474697464000,111516358.679566520000000,0
1257,1257,0,18,67,18067,0,0,0,0,0,0,0,0,0.0000000,0.0000000,18067,42240.512960172753000,111516308.442377090000000,0
1258,1258,0,18,68,18068,0,0,0,0,0,0,0,0,0.0000000,0.0000000,18068,42240.503773741220000,111516259.937452600000000,0
1259,1259,0,18,69,18069,0,0,0,0,0,0,0,0,0.0000000,0.0000000,18069,42240.495243489408000,111516214.897130580000000,0
1260,1260,0,18,70,18070,0,0,0,0,0,0,0,0,0.0000000,0.0000000,18070,42240.486385184588000,111516168.124630300000000,0
1301,1301,0,19,41,19041,1,12,19012,1,12,19012,0,0,0.0000000,0.0000000,19041,42240.113026956940000,111514196.781695290000000,1
1302,1302,0,19,42,19042,1,13,19013,1,13,19013,0,0,0.0000000,0.0000000,19042,42240.121557066726000,111514241.820930510000000,1
1303,1303,0,19,43,19043,1,14,19014,1,14,19014,0,0,0.0000000,0.0000000,19043,42240.130415282794000,111514288.592550900000000,1
1304,1304,0,19,44,19044,1,15,19015,1,15,19015,0,0,0.0000000,0.0000000,19044,42240.139273486879000,111514335.364097270000000,1
1305,1305,0,19,45,19045,1,16,19016,1,16,19016,0,0,0.0000000,0.0000000,19045,42240.147475529229000,111514378.671088470000000,1
1306,1306,0,19,46,19046,1,17,19017,1,17,19017,0,0,0.0000000,0.0000000,19046,42240.156661835586000,111514427.174993100000000,1
1307,1307,0,19,47,19047,1,18,19018,1,18,19018,0,0,0.0000000,0.0000000,19047,42240.164535795528000,111514468.749694360000000,1
1308,1308,0,19,48,19048,1,19,19019,1,19,19019,0,0,0.0000000,0.0000000,19048,42240.116307214426000,111514214.102846880000000,1
1309,1309,0,19,49,19049,1,20,19020,1,20,19020,0,0,0.0000000,0.0000000,19049,42240.123853153142000,111514253.945531340000000,1
1310,1310,0,19,50,19050,1,21,19021,1,21,19021,0,0,0.0000000,0.0000000,19050,42240.131727157714000,111514295.520405740000000,1
1311,1311,0,19,51,19051,1,22,19022,1,22,19022,0,0,0.0000000,0.0000000,19051,42240.139929259349000,111514338.827634070000000,1
1312,1312,0,19,52,19052,1,23,19023,1,23,19023,0,0,0.0000000,0.0000000,19052,42240.147803276435000,111514380.402567150000000,1
1313,1313,0,19,53,19053,1,24,19024,1,24,19024,0,0,0.0000000,0.0000000,19053,42240.155677294257000,111514421.977500240000000,1
1314,1314,0,19,54,19054,1,25,19025,1,25,19025,0,0,0.0000000,0.0000000,19054,42240.164207478643000,111514467.016995980000000,1
1315,1315,0,19,55,19055,1,26,19026,1,26,19026,0,0,0.0000000,0.0000000,19055,42240.171425394074000,111514505.127805750000000,1
1316,1316,0,19,56,19056,1,27,19027,1,27,19027,0,0,0.0000000,0.0000000,19056,42240.179627801946000,111514548.436669840000000,1
1317,1317,0,19,57,19057,1,28,19028,1,28,19028,0,0,0.0000000,0.0000000,19057,42240.189470363825000,111514600.405617890000000,1
1318,1318,0,19,58,19058,1,29,19029,1,29,19029,0,0,0.0000000,0.0000000,19058,42240.200297176918000,111514657.571408200000000,1
1319,1319,0,19,59,19059,1,30,19030,1,30,19030,0,0,0.0000000,0.0000000,19059,42240.211780168378000,111514718.201810870000000,1
1320,1320,0,19,60,19060,1,31,19031,1,31,19031,0,0,0.0000000,0.0000000,19060,42240.221622743760000,111514770.170733680000000,1
1321,1321,0,19,61,19061,1,32,19032,1,32,19032,0,0,0.0000000,0.0000000,19061,42240.232449586147000,111514827.336586030000000,1
1322,1322,0,19,62,19062,1,33,19033,1,33,19033,0,0,0.0000000,0.0000000,19062,42240.243276422640000,111514884.502371770000000,1
1323,1323,0,19,63,19063,1,34,19034,1,34,19034,0,0,0.0000000,0.0000000,19063,42240.364339047170000,111515523.717617380000000,1
1324,1324,0,19,64,19064,0,0,0,0,0,0,0,0,0.0000000,0.0000000,19064,42240.521490723608000,111516353.484315810000000,0
1325,1325,0,19,65,19065,0,0,0,0,0,0,0,0,0.0000000,0.0000000,19065,42240.512632331607000,111516306.711672560000000,0
1326,1326,0,19,66,19066,0,0,0,0,0,0,0,0,0.0000000,0.0000000,19066,42240.503445870272000,111516258.206744520000000,0
1327,1327,0,19,67,19067,0,0,0,0,0,0,0,0,0.0000000,0.0000000,19067,42240.494915596821000,111516213.166457890000000,0
1328,1328,0,19,68,19068,0,0,0,0,0,0,0,0,0.0000000,0.0000000,19068,42240.485401108090000,111516162.929391590000000,0
1329,1329,0,19,69,19069,0,0,0,0,0,0,0,0,0.0000000,0.0000000,19069,42240.476870849350000,111516117.889030110000000,0
1330,1330,0,19,70,19070,0,0,0,0,0,0,0,0,0.0000000,0.0000000,19070,42240.467356360969000,111516067.651820640000000,0
1371,1371,0,20,41,20041,1,12,20012,1,12,20012,0,0,0.0000000,0.0000000,20041,42240.104168650549000,111514150.009864110000000,1
1372,1372,0,20,42,20042,1,13,20013,1,13,20013,0,0,0.0000000,0.0000000,20042,42240.112698764329000,111514195.049120430000000,1
1373,1373,0,20,43,20043,1,14,20014,1,14,20014,0,0,0.0000000,0.0000000,20043,42240.121556973194000,111514241.820701420000000,1
1374,1374,0,20,44,20044,1,15,20015,1,15,20015,0,0,0.0000000,0.0000000,20044,42240.130415170090000,111514288.592208460000000,1
1375,1375,0,20,45,20045,1,16,20016,1,16,20016,0,0,0.0000000,0.0000000,20045,42240.138617223871000,111514331.899258720000000,1
1376,1376,0,20,46,20046,1,17,20017,1,17,20017,0,0,0.0000000,0.0000000,20046,42240.146819266331000,111514375.206223340000000,1
1377,1377,0,20,47,20047,1,18,20018,1,18,20018,0,0,0.0000000,0.0000000,20047,42240.155021315266000,111514418.513228000000000,1
1378,1378,0,20,48,20048,1,19,20019,1,19,20019,0,0,0.0000000,0.0000000,20048,42240.118931869729000,111514227.961014750000000,1
1379,1379,0,20,49,20049,1,20,20020,1,20,20020,0,0,0.0000000,0.0000000,20049,42240.127133968308000,111514271.268232940000000,1
1380,1380,0,20,50,20050,1,21,20021,1,21,20021,0,0,0.0000000,0.0000000,20050,42240.134679889656000,111514311.110818790000000,1
1381,1381,0,20,51,20051,1,22,20022,1,22,20022,0,0,0.0000000,0.0000000,20051,42240.142553909725000,111514352.685771550000000,1
1382,1382,0,20,52,20052,1,23,20023,1,23,20023,0,0,0.0000000,0.0000000,20052,42240.151084081474000,111514397.725207210000000,1
1383,1383,0,20,53,20053,1,24,20024,1,24,20024,0,0,0.0000000,0.0000000,20053,42240.158958105269000,111514439.300172340000000,1
1384,1384,0,20,54,20054,1,25,20025,1,25,20025,0,0,0.0000000,0.0000000,20054,42240.167160214507000,111514482.607427310000000,1
1385,1385,0,20,55,20055,1,26,20026,1,26,20026,0,0,0.0000000,0.0000000,20055,42240.176346608350000,111514531.111879970000000,1
1386,1386,0,20,56,20056,1,27,20027,1,27,20027,0,0,0.0000000,0.0000000,20056,42240.189798318621000,111514602.137319860000000,1
1387,1387,0,20,57,20057,1,28,20028,1,28,20028,0,0,0.0000000,0.0000000,20057,42240.199968972294000,111514655.838601630000000,1
1388,1388,0,20,58,20058,1,29,20029,1,29,20029,0,0,0.0000000,0.0000000,20058,42240.210795778257000,111514713.004356220000000,1
1389,1389,0,20,59,20059,1,30,20030,1,30,20030,0,0,0.0000000,0.0000000,20059,42240.221294520372000,111514768.437894060000000,1
1390,1390,0,20,60,20060,1,31,20031,1,31,20031,0,0,0.0000000,0.0000000,20060,42240.231465176192000,111514822.139094290000000,1
1391,1391,0,20,61,20061,1,32,20032,1,32,20032,0,0,0.0000000,0.0000000,20061,42240.242292010858000,111514879.304900620000000,1
1392,1392,0,20,62,20062,1,33,20033,1,33,20033,0,0,0.0000000,0.0000000,20062,42240.253118855078000,111514936.470734210000000,1
1393,1393,0,20,63,20063,1,34,20034,1,34,20034,0,0,0.0000000,0.0000000,20063,42240.363682856347000,111515520.252856390000000,1
1394,1394,0,20,64,20064,1,35,20035,1,35,20035,0,0,0.0000000,0.0000000,20064,42240.503118074332000,111516256.476162520000000,1
1395,1395,0,20,65,20065,0,0,0,0,0,0,0,0,0.0000000,0.0000000,20065,42240.495243940662000,111516214.900461170000000,0
1396,1396,0,20,66,20066,0,0,0,0,0,0,0,0,0.0000000,0.0000000,20066,42240.485729409978000,111516164.663307950000000,0
1397,1397,0,20,67,20067,0,0,0,0,0,0,0,0,0.0000000,0.0000000,20067,42240.476871051520000,111516117.890708430000000,0
1398,1398,0,20,68,20068,0,0,0,0,0,0,0,0,0.0000000,0.0000000,20068,42240.467684611380000,111516069.385748590000000,0
1399,1399,0,20,69,20069,0,0,0,0,0,0,0,0,0.0000000,0.0000000,20069,42240.458826284557000,111516022.613180210000000,0
1400,1400,0,20,70,20070,0,0,0,0,0,0,0,0,0.0000000,0.0000000,20070,42240.449639900071000,111515974.108386050000000,0
1441,1441,0,21,41,21041,1,12,21012,1,12,21012,0,0,0.0000000,0.0000000,21041,42240.095638432460000,111514104.970322400000000,1
1442,1442,0,21,42,21042,1,13,21013,1,13,21013,0,0,0.0000000,0.0000000,21042,42240.103840476557000,111514148.277372780000000,1
1443,1443,0,21,43,21043,1,14,21014,1,14,21014,0,0,0.0000000,0.0000000,21043,42240.112698692625000,111514195.048993050000000,1
1444,1444,0,21,44,21044,1,15,21015,1,15,21015,0,0,0.0000000,0.0000000,21044,42240.121228805707000,111514240.088214010000000,1
1445,1445,0,21,45,21045,1,16,21016,1,16,21016,0,0,0.0000000,0.0000000,21045,42240.129758933021000,111514285.127492060000000,1
1446,1446,0,21,46,21046,1,17,21017,1,17,21017,0,0,0.0000000,0.0000000,21046,42240.138289066483000,111514330.166789010000000,1
1447,1447,0,21,47,21047,1,18,21018,1,18,21018,0,0,0.0000000,0.0000000,21047,42240.146491111343000,111514373.473769430000000,1
1448,1448,0,21,48,21048,1,19,21019,1,19,21019,0,0,0.0000000,0.0000000,21048,42240.121884595836000,111514243.551376450000000,1
1449,1449,0,21,49,21049,1,20,21020,1,20,21020,0,0,0.0000000,0.0000000,21049,42240.130414775333000,111514288.590875210000000,1
1450,1450,0,21,50,21050,1,21,21021,1,21,21021,0,0,0.0000000,0.0000000,21050,42240.138288789516000,111514330.165796290000000,1
1451,1451,0,21,51,21051,1,22,21022,1,22,21022,0,0,0.0000000,0.0000000,21051,42240.146162810168000,111514371.740748140000000,1
1452,1452,0,21,52,21052,1,23,21023,1,23,21023,0,0,0.0000000,0.0000000,21052,42240.154692996039000,111514416.780264360000000,1
1453,1453,0,21,53,21053,1,24,21024,1,24,21024,0,0,0.0000000,0.0000000,21053,42240.161910837618000,111514454.890574320000000,1
1454,1454,0,21,54,21054,1,25,21025,1,25,21025,0,0,0.0000000,0.0000000,21054,42240.170441022128000,111514499.930068940000000,1
1455,1455,0,21,55,21055,1,26,21026,1,26,21026,0,0,0.0000000,0.0000000,21055,42240.181595925831000,111514558.828324390000000,1
1456,1456,0,21,56,21056,1,27,21027,1,27,21027,0,0,0.0000000,0.0000000,21056,42240.199640767489000,111514654.105730280000000,1
1457,1457,0,21,57,21057,1,28,21028,1,28,21028,0,0,0.0000000,0.0000000,21057,42240.210139486808000,111514709.539209170000000,1
1458,1458,0,21,58,21058,1,29,21029,1,29,21029,0,0,0.0000000,0.0000000,21058,42240.221622465251000,111514770.169573190000000,1
1459,1459,0,21,59,21059,1,30,21030,1,30,21030,0,0,0.0000000,0.0000000,21059,42240.231793130566000,111514823.870848800000000,1
1460,1460,0,21,60,21060,1,31,21031,1,31,21031,0,0,0.0000000,0.0000000,21060,42240.242619959114000,111514881.036661830000000,1
1461,1461,0,21,61,21061,1,32,21032,1,32,21032,0,0,0.0000000,0.0000000,21061,42240.252790624872000,111514934.737881620000000,1
1462,1462,0,21,62,21062,1,33,21033,1,33,21033,0,0,0.0000000,0.0000000,21062,42240.262961299406000,111514988.439118580000000,1
1463,1463,0,21,63,21063,1,34,21034,1,34,21034,0,0,0.0000000,0.0000000,21063,42240.363682844210000,111515520.252734110000000,1
1464,1464,0,21,64,21064,1,35,21035,1,35,21035,0,0,0.0000000,0.0000000,21064,42240.485729692846000,111516164.664968790000000,1
1465,1465,0,21,65,21065,0,0,0,0,0,0,0,0,0.0000000,0.0000000,21065,42240.476543223645000,111516116.160071150000000,0
1466,1466,0,21,66,21066,0,0,0,0,0,0,0,0,0.0000000,0.0000000,21066,42240.467356764610000,111516067.655155150000000,0
1467,1467,0,21,67,21067,0,0,0,0,0,0,0,0,0.0000000,0.0000000,21067,42240.458826503833000,111516022.614934950000000,0
1468,1468,0,21,68,21068,0,0,0,0,0,0,0,0,0.0000000,0.0000000,21068,42240.449968150708000,111515975.842287320000000,0
1469,1469,0,21,69,21069,0,0,0,0,0,0,0,0,0.0000000,0.0000000,21069,42240.440453648785000,111515925.605076480000000,0
1470,1470,0,21,70,21070,0,0,0,0,0,0,0,0,0.0000000,0.0000000,21070,42240.431595322065000,111515878.832436220000000,0
1511,1511,0,22,41,22041,1,12,22012,1,12,22012,0,0,0.0000000,0.0000000,22041,42240.149772188444000,111514390.798228310000000,1
1512,1512,0,22,42,22042,1,13,22013,1,13,22013,0,0,0.0000000,0.0000000,22042,42240.152724882748000,111514406.388577700000000,1
1513,1513,0,22,43,22043,1,14,22014,1,14,22014,0,0,0.0000000,0.0000000,22043,42240.156989921896000,111514428.908104960000000,1
1514,1514,0,22,44,22044,1,15,22015,1,15,22015,0,0,0.0000000,0.0000000,22044,42240.160270714492000,111514446.230789290000000,1
1515,1515,0,22,45,22045,1,16,22016,1,16,22016,0,0,0.0000000,0.0000000,22045,42240.164535766591000,111514468.750356820000000,1
1516,1516,0,22,46,22046,1,17,22017,1,17,22017,0,0,0.0000000,0.0000000,22046,42240.168144638199000,111514487.805268700000000,1
1517,1517,0,22,47,22047,1,18,22018,1,18,22018,0,0,0.0000000,0.0000000,22047,42240.172081601449000,111514508.592505470000000,1
1518,1518,0,22,48,22048,1,19,22019,1,19,22019,0,0,0.0000000,0.0000000,22048,42240.153708693688000,111514411.583159210000000,1
1519,1519,0,22,49,22049,1,20,22020,1,20,22020,0,0,0.0000000,0.0000000,22049,42240.155677212140000,111514421.976938550000000,1
1520,1520,0,22,50,22050,1,21,22021,1,21,22021,0,0,0.0000000,0.0000000,22050,42240.157645721003000,111514432.370671760000000,1
1521,1521,0,22,51,22051,1,22,22022,1,22,22022,0,0,0.0000000,0.0000000,22051,42240.158958071508000,111514439.299862940000000,1
1522,1522,0,22,52,22052,1,23,22023,1,23,22023,0,0,0.0000000,0.0000000,22052,42240.160926587298000,111514449.693625300000000,1
1523,1523,0,22,53,22053,1,24,22024,1,24,22024,0,0,0.0000000,0.0000000,22053,42240.162238926103000,111514456.622748870000000,1
1524,1524,0,22,54,22054,1,25,22025,1,25,22025,0,0,0.0000000,0.0000000,22054,42240.164207445581000,111514467.016515030000000,1
1525,1525,0,22,55,22055,1,26,22026,1,26,22026,0,0,0.0000000,0.0000000,22055,42240.169784911544000,111514496.465811770000000,1
1526,1526,0,22,56,22056,1,27,22027,1,27,22027,0,0,0.0000000,0.0000000,22056,42240.187173517144000,111514588.278342350000000,1
1527,1527,0,22,57,22057,1,28,22028,1,28,22028,0,0,0.0000000,0.0000000,22057,42240.196687944022000,111514638.514757450000000,1
1528,1528,0,22,58,22058,1,29,22029,1,29,22029,0,0,0.0000000,0.0000000,22058,42240.206858510719000,111514692.215605810000000,1
1529,1529,0,22,59,22059,1,30,22030,1,30,22030,0,0,0.0000000,0.0000000,22059,42240.216044846049000,111514740.719687850000000,1
1530,1530,0,22,60,22060,1,31,22031,1,31,22031,0,0,0.0000000,0.0000000,22060,42240.225559265222000,111514790.956060630000000,1
1531,1531,0,22,61,22061,1,32,22032,1,32,22032,0,0,0.0000000,0.0000000,22061,42240.235401757862000,111514842.924669820000000,1
1532,1532,0,22,62,22062,1,33,22033,1,33,22033,0,0,0.0000000,0.0000000,22062,42240.245244254329000,111514894.893298180000000,1
1533,1533,0,22,63,22063,1,34,22034,1,34,22034,0,0,0.0000000,0.0000000,22063,42240.337763707095000,111515383.399407040000000,1
1534,1534,0,22,64,22064,1,35,22035,1,35,22035,0,0,0.0000000,0.0000000,22064,42240.448655795350000,111515968.913732540000000,1
1535,1535,0,22,65,22065,1,36,22036,1,36,22036,0,0,0.0000000,0.0000000,22065,42240.443078328535000,111515939.464314250000000,1
1536,1536,0,22,66,22066,0,0,0,0,0,0,0,0,0.0000000,0.0000000,22066,42240.438157026154000,111515913.479433330000000,0
1537,1537,0,22,67,22067,0,0,0,0,0,0,0,0,0.0000000,0.0000000,22067,42240.432579570523000,111515884.029992650000000,0
1538,1538,0,22,68,22068,0,0,0,0,0,0,0,0,0.0000000,0.0000000,22068,42240.426674040937000,111515852.848269820000000,0
1539,1539,0,22,69,22069,0,0,0,0,0,0,0,0,0.0000000,0.0000000,22069,42240.420768516226000,111515821.666541250000000,0
1540,1540,0,22,70,22070,0,0,0,0,0,0,0,0,0.0000000,0.0000000,22070,42240.415191079046000,111515792.217069060000000,0
1581,1581,0,23,41,23041,1,12,23012,1,12,23012,0,0,0.0000000,0.0000000,23041,42240.148131753638000,111514382.136786620000000,1
1582,1582,0,23,42,23042,1,13,23013,1,13,23013,0,0,0.0000000,0.0000000,23042,42240.151412539592000,111514399.459459410000000,1
1583,1583,0,23,43,23043,1,14,23014,1,14,23014,0,0,0.0000000,0.0000000,23043,42240.155021420389000,111514418.514460830000000,1
1584,1584,0,23,44,23044,1,15,23015,1,15,23015,0,0,0.0000000,0.0000000,23044,42240.157317952035000,111514430.640222120000000,1
1585,1585,0,23,45,23045,1,16,23016,1,16,23016,0,0,0.0000000,0.0000000,23045,42240.161254918938000,111514451.427494790000000,1
1586,1586,0,23,46,23046,1,17,23017,1,17,23017,0,0,0.0000000,0.0000000,23046,42240.164535709569000,111514468.750133750000000,1
1587,1587,0,23,47,23047,1,18,23018,1,18,23018,0,0,0.0000000,0.0000000,23047,42240.167816507383000,111514486.072800860000000,1
1588,1588,0,23,48,23048,1,19,23019,1,19,23019,0,0,0.0000000,0.0000000,23048,42240.160270365988000,111514446.228896320000000,1
1589,1589,0,23,49,23049,1,20,23020,1,20,23020,0,0,0.0000000,0.0000000,23049,42240.161254630540000,111514451.425787280000000,1
1590,1590,0,23,50,23050,1,21,23021,1,21,23021,0,0,0.0000000,0.0000000,23050,42240.161582730027000,111514453.158120450000000,1
1591,1591,0,23,51,23051,1,22,23022,1,22,23022,0,0,0.0000000,0.0000000,23051,42240.162895071568000,111514460.087261770000000,1
1592,1592,0,23,52,23052,1,23,23023,1,23,23023,0,0,0.0000000,0.0000000,23052,42240.163551251433000,111514463.551861350000000,1
1593,1593,0,23,53,23053,1,24,23024,1,24,23024,0,0,0.0000000,0.0000000,23053,42240.164535524964000,111514468.748795320000000,1
1594,1594,0,23,54,23054,1,25,23025,1,25,23025,0,0,0.0000000,0.0000000,23054,42240.165847875760000,111514475.677974840000000,1
1595,1595,0,23,55,23055,1,26,23026,1,26,23026,0,0,0.0000000,0.0000000,23055,42240.169456829317000,111514494.733466790000000,1
1596,1596,0,23,56,23056,1,27,23027,1,27,23027,0,0,0.0000000,0.0000000,23056,42240.182252215636000,111514562.293736160000000,1
1597,1597,0,23,57,23057,1,28,23028,1,28,23028,0,0,0.0000000,0.0000000,23057,42240.191110452986000,111514609.065455990000000,1
1598,1598,0,23,58,23058,1,29,23029,1,29,23029,0,0,0.0000000,0.0000000,23058,42240.200952940460000,111514661.034038680000000,1
1599,1599,0,23,59,23059,1,30,23030,1,30,23030,0,0,0.0000000,0.0000000,23059,42240.210139262977000,111514709.538054360000000,1
1600,1600,0,23,60,23060,1,31,23031,1,31,23031,0,0,0.0000000,0.0000000,23060,42240.219325578371000,111514758.042030680000000,1
1601,1601,0,23,61,23061,1,32,23032,1,32,23032,0,0,0.0000000,0.0000000,23061,42240.228839989279000,111514808.278360320000000,1
1602,1602,0,23,62,23062,1,33,23033,1,33,23033,0,0,0.0000000,0.0000000,23062,42240.238026317340000,111514856.782401170000000,1
1603,1603,0,23,63,23063,1,34,23034,1,34,23034,0,0,0.0000000,0.0000000,23063,42240.326608792770000,111515324.501000480000000,1
1604,1604,0,23,64,23064,1,35,23035,1,35,23035,0,0,0.0000000,0.0000000,23064,42240.431595406357000,111515878.834064840000000,1
1605,1605,0,23,65,23065,1,36,23036,1,36,23036,0,0,0.0000000,0.0000000,23065,42240.426346028828000,111515851.116936310000000,1
1606,1606,0,23,66,23066,1,37,23037,1,37,23037,0,0,0.0000000,0.0000000,23066,42240.421752837814000,111515826.864474370000000,1
1607,1607,0,23,67,23067,0,0,0,0,0,0,0,0,0.0000000,0.0000000,23067,42240.416831551134000,111515800.879621490000000,0
1608,1608,0,23,68,23068,0,0,0,0,0,0,0,0,0.0000000,0.0000000,23068,42240.411910280214000,111515774.894806030000000,0
1609,1609,0,23,69,23069,0,0,0,0,0,0,0,0,0.0000000,0.0000000,23069,42240.406660938163000,111515747.177746850000000,0
1610,1610,0,23,70,23070,0,0,0,0,0,0,0,0,0.0000000,0.0000000,23070,42240.402067757233000,111515722.925211280000000,0
1651,1651,0,24,41,24041,1,12,24012,1,12,24012,0,0,0.0000000,0.0000000,24041,42240.138945413513000,111514333.632767890000000,1
1652,1652,0,24,42,24042,1,13,24013,1,13,24013,0,0,0.0000000,0.0000000,24042,42240.142554280385000,111514352.687706460000000,1
1653,1653,0,24,43,24043,1,14,24014,1,14,24014,0,0,0.0000000,0.0000000,24043,42240.145506977511000,111514368.278051240000000,1
1654,1654,0,24,44,24044,1,15,24015,1,15,24015,0,0,0.0000000,0.0000000,24044,42240.148787769765000,111514385.600726100000000,1
1655,1655,0,24,45,24045,1,16,24016,1,16,24016,0,0,0.0000000,0.0000000,24045,42240.152396648846000,111514404.655689580000000,1
1656,1656,0,24,46,24046,1,17,24017,1,17,24017,0,0,0.0000000,0.0000000,24046,42240.155677446448000,111514421.978363920000000,1
1657,1657,0,24,47,24047,1,18,24018,1,18,24018,0,0,0.0000000,0.0000000,24047,42240.159286314018000,111514441.033247380000000,1
1658,1658,0,24,48,24048,1,19,24019,1,19,24019,0,0,0.0000000,0.0000000,24048,42240.162895028028000,111514460.087139800000000,1
1659,1659,0,24,49,24049,1,20,24020,1,20,24020,0,0,0.0000000,0.0000000,24049,42240.163879297448000,111514465.284063490000000,1
1660,1660,0,24,50,24050,1,21,24021,1,21,24021,0,0,0.0000000,0.0000000,24050,42240.164535472461000,111514468.748643470000000,1
1661,1661,0,24,51,24051,1,22,24022,1,22,24022,0,0,0.0000000,0.0000000,24051,42240.165191656197000,111514472.213260310000000,1
1662,1662,0,24,52,24052,1,23,24023,1,23,24023,0,0,0.0000000,0.0000000,24052,42240.166832085240000,111514480.874712420000000,1
1663,1663,0,24,53,24053,1,24,24024,1,24,24024,0,0,0.0000000,0.0000000,24053,42240.167488262741000,111514484.339288830000000,1
1664,1664,0,24,54,24054,1,25,24025,1,25,24025,0,0,0.0000000,0.0000000,24054,42240.168800616251000,111514491.268491570000000,1
1665,1665,0,24,55,24055,1,26,24026,1,26,24026,0,0,0.0000000,0.0000000,24055,42240.170112988664000,111514498.197967870000000,1
1666,1666,0,24,56,24056,1,27,24027,1,27,24027,0,0,0.0000000,0.0000000,24056,42240.178315179022000,111514541.506060970000000,1
1667,1667,0,24,57,24057,1,28,24028,1,28,24028,0,0,0.0000000,0.0000000,24057,42240.188157673867000,111514593.474681820000000,1
1668,1668,0,24,58,24058,1,29,24029,1,29,24029,0,0,0.0000000,0.0000000,24058,42240.197015911435000,111514640.246401160000000,1
1669,1669,0,24,59,24059,1,30,24030,1,30,24030,0,0,0.0000000,0.0000000,24059,42240.206530314405000,111514690.482689110000000,1
1670,1670,0,24,60,24060,1,31,24031,1,31,24031,0,0,0.0000000,0.0000000,24060,42240.215716645005000,111514738.986742120000000,1
1671,1671,0,24,61,24061,1,32,24032,1,32,24032,0,0,0.0000000,0.0000000,24061,42240.225887213448000,111514792.687603220000000,1
1672,1672,0,24,62,24062,1,33,24033,1,33,24033,0,0,0.0000000,0.0000000,24062,42240.234745445690000,111514839.459285680000000,1
1673,1673,0,24,63,24063,1,34,24034,1,34,24034,0,0,0.0000000,0.0000000,24063,42240.320703276346000,111515293.319657400000000,1
1674,1674,0,24,64,24064,1,35,24035,1,35,24035,0,0,0.0000000,0.0000000,24064,42240.419128271787000,111515813.007109360000000,1
1675,1675,0,24,65,24065,1,36,24036,1,36,24036,0,0,0.0000000,0.0000000,24065,42240.414535057018000,111515788.754541340000000,1
1676,1676,0,24,66,24066,1,37,24037,1,37,24037,0,0,0.0000000,0.0000000,24066,42240.408957605949000,111515759.305141840000000,1
1677,1677,0,24,67,24067,0,0,0,0,0,0,0,0,0.0000000,0.0000000,24067,42240.404036325242000,111515733.320307450000000,0
1678,1678,0,24,68,24068,0,0,0,0,0,0,0,0,0.0000000,0.0000000,24068,42240.399115054686000,111515707.335491880000000,0
1679,1679,0,24,69,24069,0,0,0,0,0,0,0,0,0.0000000,0.0000000,24069,42240.394193787368000,111515681.350672050000000,0
1680,1680,0,24,70,24070,0,0,0,0,0,0,0,0,0.0000000,0.0000000,24070,42240.388944440223000,111515653.633557620000000,0
1721,1721,0,25,41,25041,1,12,25012,1,12,25012,0,0,0.0000000,0.0000000,25041,42240.129759062467000,111514285.128694550000000,1
1722,1722,0,25,42,25042,1,13,25013,1,13,25013,0,0,0.0000000,0.0000000,25042,42240.134024094863000,111514307.648199600000000,1
